# Program:featureCounts v2.0.1; Command:"featureCounts" "-O" "-t" "transcript" "-g" "gene_id" "-a" "11.AssemblyRNA/cpalmiol.gtf" "-o" "counts.txt" "10.Mapping.RNA/cpalmiol_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	10.Mapping.RNA/cpalmiol_sorted.bam
cpalmiol.1788	tig00000001	218656	222316	.	3661	15274
cpalmiol.1789	tig00000001	222527	229600	.	7074	17364
cpalmiol.1790	tig00000001	230480	231046	.	567	4278
cpalmiol.1791	tig00000001	232861	233098	.	238	78516
cpalmiol.1792	tig00000001	238967	240440	.	1474	196
cpalmiol.1793	tig00000001	240622	241018	.	397	30926
cpalmiol.1794	tig00000001	242740	246258	.	3519	3538
cpalmiol.1795	tig00000001	251993	252695	.	703	5223
cpalmiol.1796	tig00000001	254821	255922	.	1102	40384
cpalmiol.1797	tig00000001	256142	263513	.	7372	13134
cpalmiol.1798	tig00000001	264030	266537	.	2508	9063
cpalmiol.1799	tig00000001	267038	267783	.	746	883
cpalmiol.1800	tig00000001	268338	271556	.	3219	1007
cpalmiol.1801	tig00000001	271977	273863	.	1887	27632
cpalmiol.1802	tig00000001	277298	278775	.	1478	23651
cpalmiol.1803	tig00000001	279244	281157	.	1914	22339
cpalmiol.1804	tig00000001	283660	295058	.	11399	32807
cpalmiol.1805	tig00000001	296433	299176	-	2744	23207
cpalmiol.1806	tig00000001	301129	302845	.	1717	7928
cpalmiol.1807	tig00000001	303216	304434	+	1219	35553
cpalmiol.1808	tig00000001	304867	306470	.	1604	2488
cpalmiol.1809	tig00000001	308427	313151	.	4725	898
cpalmiol.1810	tig00000001	308427	313151	+	4725	898
cpalmiol.1811	tig00000001	325141	326822	.	1682	2986
cpalmiol.1812	tig00000001	327072	327455	.	384	128824
cpalmiol.1813	tig00000001	327950	332348	.	4399	1791
cpalmiol.1814	tig00000001	333774	334856	.	1083	11888
cpalmiol.1815	tig00000001	333774	341070	+	7297	14991
cpalmiol.1816	tig00000001	341377	346808	.	5432	8250
cpalmiol.1817	tig00000001	347485	354839	.	7355	20169
cpalmiol.1818	tig00000001	355181	357700	.	2520	11843
cpalmiol.1819	tig00000001	358075	361219	.	3145	5496
cpalmiol.1820	tig00000001	361681	362617	-	937	34751
cpalmiol.1821	tig00000001	362958	364022	.	1065	114000
cpalmiol.1822	tig00000001	364461	365777	.	1317	24943
cpalmiol.1823	tig00000001	365992	377193	.	11202	10844
cpalmiol.1824	tig00000001	368967	370529	-	1563	1145
cpalmiol.1825	tig00000001	377422	379319	.	1898	11840
cpalmiol.1826	tig00000001;tig00000001	379587;379587	380506;380506	-;-	920	40873
cpalmiol.1827	tig00000001	386811	389200	.	2390	23840
cpalmiol.1828	tig00000001	393290	394441	.	1152	55466
cpalmiol.1829	tig00000001	397612	405825	.	8214	18764
cpalmiol.1830	tig00000001	410457	410748	.	292	162644
cpalmiol.1831	tig00000001	415271	422242	.	6972	9134
cpalmiol.1832	tig00000001	425605	425973	.	369	305083
cpalmiol.1833	tig00000001	429436	431773	.	2338	6720
cpalmiol.1834	tig00000001	432137	434430	.	2294	28656
cpalmiol.1835	tig00000001	435136	436332	+	1197	12439
cpalmiol.1836	tig00000001	437878	439062	.	1185	3760
cpalmiol.1837	tig00000001	440171	440990	.	820	38266
cpalmiol.1838	tig00000001	444362	445051	.	690	50461
cpalmiol.1839	tig00000001	445576	447322	.	1747	16561
cpalmiol.1840	tig00000001	448452	449709	.	1258	133007
cpalmiol.1841	tig00000001	450148	454980	.	4833	35176
cpalmiol.1842	tig00000001	455155	456677	.	1523	1094
cpalmiol.1843	tig00000001	459507	464289	-	4783	15391
cpalmiol.1844	tig00000001	464057	464289	.	233	3566
cpalmiol.1845	tig00000001	464551	466304	.	1754	7557
cpalmiol.1846	tig00000001	468006	469822	+	1817	3306
cpalmiol.1847	tig00000001	470450	471553	+	1104	68526
cpalmiol.1848	tig00000001	474070	474879	+	810	46262
cpalmiol.1849	tig00000001	485416	487699	.	2284	424
cpalmiol.1850	tig00000001	488394	496571	.	8178	166758
cpalmiol.1851	tig00000001	496763	500702	.	3940	4975
cpalmiol.1852	tig00000001	501693	505063	.	3371	19255
cpalmiol.1853	tig00000001	505853	509415	+	3563	10461
cpalmiol.1854	tig00000001	510529	510806	.	278	24864
cpalmiol.1855	tig00000001	516621	517472	+	852	6968
cpalmiol.1856	tig00000001	517847	518497	-	651	1211
cpalmiol.1857	tig00000001	518896	519559	.	664	56952
cpalmiol.1858	tig00000001	522989	524663	.	1675	49484
cpalmiol.1859	tig00000001	524841	529481	.	4641	8815
cpalmiol.1860	tig00000001	530317	530942	.	626	9375
cpalmiol.1861	tig00000001	532414	535527	.	3114	26581
cpalmiol.1862	tig00000001	540676	543200	.	2525	19526
cpalmiol.1863	tig00000001	558210	558952	+	743	22208
cpalmiol.1864	tig00000001	559250	563744	.	4495	16592
cpalmiol.1865	tig00000001	563956	566571	.	2616	1721
cpalmiol.1866	tig00000001	567560	569763	.	2204	13295
cpalmiol.1867	tig00000001	570370	575488	.	5119	23790
cpalmiol.1868	tig00000001	575686	580269	.	4584	29992
cpalmiol.1869	tig00000001	580536	582574	.	2039	5070
cpalmiol.1870	tig00000001	582853	584079	.	1227	17385
cpalmiol.1871	tig00000001	585046	588689	.	3644	26993
cpalmiol.1872	tig00000001	589199	590809	.	1611	27241
cpalmiol.1873	tig00000001	591053	591311	.	259	1628
cpalmiol.1874	tig00000001	591483	593022	.	1540	100491
cpalmiol.1875	tig00000001	594475	596321	+	1847	105276
cpalmiol.1876	tig00000001	596560	597741	.	1182	632
cpalmiol.1877	tig00000001	597982	609918	.	11937	40516
cpalmiol.1878	tig00000001	611161	616940	.	5780	9836
cpalmiol.1879	tig00000001	611161	616940	+	5780	9836
cpalmiol.1880	tig00000001	617253	618131	.	879	2772
cpalmiol.1881	tig00000001	624505	625850	.	1346	96952
cpalmiol.1882	tig00000001	633373	635535	.	2163	26181
cpalmiol.1883	tig00000001	636357	638516	.	2160	837
cpalmiol.1884	tig00000001	638793	644605	.	5813	12209
cpalmiol.1885	tig00000001	648980	655119	.	6140	73665
cpalmiol.1886	tig00000001	655915	656706	.	792	5613
cpalmiol.1887	tig00000001	657148	657877	.	730	21290
cpalmiol.1888	tig00000001	660200	661461	+	1262	14173
cpalmiol.1889	tig00000001	665238	667930	.	2693	26227
cpalmiol.1890	tig00000001	671098	673162	+	2065	2170
cpalmiol.1891	tig00000001	673435	683139	-	9705	15411
cpalmiol.1892	tig00000001	683379	683935	.	557	9423
cpalmiol.1893	tig00000001	692826	699911	-	7086	13601
cpalmiol.1894	tig00000001	700552	702405	.	1854	338
cpalmiol.1895	tig00000001	704998	706956	.	1959	338
cpalmiol.1896	tig00000001	711192	713580	.	2389	3720
cpalmiol.1897	tig00000001	714594	717184	.	2591	34817
cpalmiol.1898	tig00000001	717314	728687	.	11374	11724
cpalmiol.1899	tig00000001;tig00000001	728880;728880	735277;730674	.;.	6398	19596
cpalmiol.1900	tig00000001	735507	737265	.	1759	5367
cpalmiol.1901	tig00000001	737557	745846	.	8290	33667
cpalmiol.1902	tig00000001	747398	750510	.	3113	18387
cpalmiol.1903	tig00000001	752956	753928	+	973	59059
cpalmiol.1904	tig00000001	768085	770551	.	2467	445131
cpalmiol.1905	tig00000001	776434	778209	.	1776	4030
cpalmiol.1906	tig00000001	778480	784495	.	6016	12473
cpalmiol.1907	tig00000001	787463	788933	.	1471	23752
cpalmiol.1908	tig00000001	790808	791658	.	851	13315
cpalmiol.1909	tig00000001	791961	798640	.	6680	41871
cpalmiol.1910	tig00000001	801311	803893	.	2583	11543
cpalmiol.1911	tig00000001	808870	809777	.	908	68
cpalmiol.1912	tig00000001	811698	814218	.	2521	5967
cpalmiol.1913	tig00000001;tig00000001;tig00000001	821013;821013;821013	829361;829361;829361	+;+;+	8349	11332
cpalmiol.1914	tig00000001	832562	833154	.	593	20151
cpalmiol.1915	tig00000001	833875	835421	.	1547	66178
cpalmiol.1916	tig00000001	837020	838439	.	1420	56254
cpalmiol.1917	tig00000001	838810	847142	.	8333	43120
cpalmiol.1918	tig00000001	847521	848066	.	546	19146
cpalmiol.1919	tig00000001	848936	850269	.	1334	10125
cpalmiol.1920	tig00000001	857118	860590	.	3473	39421
cpalmiol.1921	tig00000001	859181	860959	-	1779	27417
cpalmiol.1922	tig00000001	862403	863521	+	1119	64945
cpalmiol.1923	tig00000001	863824	864285	.	462	2883
cpalmiol.1924	tig00000001	864515	867463	.	2949	2680
cpalmiol.1925	tig00000001	869751	871636	.	1886	30916
cpalmiol.1926	tig00000001	872688	879241	.	6554	4598
cpalmiol.1927	tig00000001	879455	880721	.	1267	878
cpalmiol.1928	tig00000001	884369	885119	-	751	37106
cpalmiol.1929	tig00000001	886863	887643	.	781	22877
cpalmiol.1930	tig00000001	893848	894665	.	818	35586
cpalmiol.1931	tig00000001	895855	896699	.	845	80661
cpalmiol.1932	tig00000001	899835	919424	.	19590	30352
cpalmiol.1933	tig00000001	921654	924091	.	2438	5241
cpalmiol.1934	tig00000001	926086	926430	.	345	3853
cpalmiol.1935	tig00000001	926651	928964	.	2314	3666
cpalmiol.1936	tig00000001	930596	932115	.	1520	16126
cpalmiol.1937	tig00000001	937512	940799	.	3288	8990
cpalmiol.1938	tig00000001	941043	942191	.	1149	10435
cpalmiol.1939	tig00000001	942585	946386	.	3802	8329
cpalmiol.1940	tig00000001	946982	959022	.	12041	3411
cpalmiol.1941	tig00000001	959382	963106	.	3725	5749
cpalmiol.1942	tig00000001	963454	964963	.	1510	13093
cpalmiol.1943	tig00000001	965476	968423	.	2948	43658
cpalmiol.1944	tig00000001	973935	974457	.	523	47304
cpalmiol.1945	tig00000001	975901	980516	+	4616	4292
cpalmiol.1946	tig00000001	988115	989092	.	978	2428
cpalmiol.1947	tig00000001	989514	993028	.	3515	7909
cpalmiol.1948	tig00000001	993558	997815	.	4258	10289
cpalmiol.1949	tig00000001	1001035	1003433	.	2399	18409
cpalmiol.1950	tig00000001	1004276	1005198	+	923	57373
cpalmiol.1951	tig00000001	1009004	1012283	.	3280	17551
cpalmiol.1952	tig00000001	1012723	1014287	+	1565	18876
cpalmiol.1953	tig00000001	1017095	1017682	.	588	12617
cpalmiol.1954	tig00000001	1023649	1024364	-	716	44204
cpalmiol.1955	tig00000001	1024682	1025124	.	443	26652
cpalmiol.1956	tig00000001	1025426	1031889	.	6464	7207
cpalmiol.1957	tig00000001	1046915	1048188	-	1274	44328
cpalmiol.1958	tig00000001	1051675	1052687	.	1013	13075
cpalmiol.1959	tig00000001	1055113	1056525	.	1413	6570
cpalmiol.1960	tig00000001;tig00000001	1059485;1059485	1060402;1060402	+;+	918	606
cpalmiol.1961	tig00000001	1060750	1063261	.	2512	27548
cpalmiol.1962	tig00000001	1066556	1067637	+	1082	3662
cpalmiol.1963	tig00000001	1071896	1077656	.	5761	71926
cpalmiol.1964	tig00000001	1077872	1083657	.	5786	5966
cpalmiol.1965	tig00000001	1083763	1086592	.	2830	6721
cpalmiol.1966	tig00000001	1087248	1089227	.	1980	38097
cpalmiol.1967	tig00000001	1089587	1090281	.	695	102985
cpalmiol.1968	tig00000001	1091280	1093253	.	1974	5150
cpalmiol.1969	tig00000001	1097847	1106270	.	8424	27431
cpalmiol.1970	tig00000001	1106846	1109794	.	2949	3416
cpalmiol.1971	tig00000001	1110087	1111713	+	1627	3598
cpalmiol.1972	tig00000001	1112012	1114244	.	2233	321608
cpalmiol.1973	tig00000001	1115970	1116572	.	603	19544
cpalmiol.1974	tig00000001	1120980	1122963	.	1984	21186
cpalmiol.1975	tig00000001	1126028	1126451	.	424	17165
cpalmiol.1976	tig00000001	1134087	1137131	-	3045	7497
cpalmiol.1977	tig00000001	1138079	1145167	.	7089	14302
cpalmiol.1978	tig00000001	1145495	1153926	.	8432	19659
cpalmiol.1979	tig00000001	1154915	1156294	.	1380	33005
cpalmiol.1980	tig00000001	1159604	1160544	.	941	2064
cpalmiol.1981	tig00000001;tig00000001	1161876;1161876	1168439;1168439	-;-	6564	9412
cpalmiol.1982	tig00000001	1166934	1168387	.	1454	4322
cpalmiol.1983	tig00000001	1168609	1170966	.	2358	26808
cpalmiol.1984	tig00000001	1171898	1175788	.	3891	30128
cpalmiol.1985	tig00000001	1175958	1177570	.	1613	25214
cpalmiol.1986	tig00000001	1177826	1183767	.	5942	6418
cpalmiol.1987	tig00000001	1184050	1187144	.	3095	6239
cpalmiol.1988	tig00000001	1191091	1204719	.	13629	23500
cpalmiol.1989	tig00000001	1204974	1207282	.	2309	378
cpalmiol.1990	tig00000001	1209391	1213567	.	4177	3679
cpalmiol.1991	tig00000001	1214140	1216911	.	2772	6726
cpalmiol.1992	tig00000001	1217128	1225221	.	8094	23050
cpalmiol.1993	tig00000001	1225830	1228249	.	2420	6810
cpalmiol.1994	tig00000001	1228691	1228960	.	270	6943
cpalmiol.1995	tig00000001	1232727	1236105	.	3379	21266
cpalmiol.1996	tig00000001	1236495	1237336	.	842	24990
cpalmiol.1997	tig00000001	1237831	1238476	.	646	1626
cpalmiol.1998	tig00000001	1241407	1243835	+	2429	3930
cpalmiol.1999	tig00000001;tig00000001	1247352;1247352	1248384;1248384	-;-	1033	12312
cpalmiol.2000	tig00000001	1252558	1254106	.	1549	6883
cpalmiol.2001	tig00000001	1254533	1260193	.	5661	30736
cpalmiol.2002	tig00000001	1260496	1261755	.	1260	2975
cpalmiol.2003	tig00000001	1265235	1267768	.	2534	21170
cpalmiol.2004	tig00000001	1268602	1271672	.	3071	4240
cpalmiol.2005	tig00000001	1275042	1278212	+	3171	1410
cpalmiol.2006	tig00000001	1297951	1300009	.	2059	28651
cpalmiol.2007	tig00000001	1304896	1306156	.	1261	14221
cpalmiol.2008	tig00000001	1307553	1316145	.	8593	19115
cpalmiol.2009	tig00000001	1316486	1318306	.	1821	556
cpalmiol.2010	tig00000001	1319593	1320114	.	522	74
cpalmiol.2011	tig00000001	1320351	1327856	.	7506	22478
cpalmiol.2012	tig00000001	1328560	1331621	.	3062	6748
cpalmiol.2013	tig00000001	1332034	1349883	.	17850	77576
cpalmiol.2014	tig00000001	1351030	1352355	.	1326	44078
cpalmiol.2015	tig00000001	1354229	1356302	.	2074	185493
cpalmiol.2016	tig00000001	1358609	1361525	.	2917	14809
cpalmiol.2017	tig00000001	1363169	1365887	.	2719	2701
cpalmiol.2018	tig00000001	1368629	1369258	.	630	36608
cpalmiol.2019	tig00000001	1370068	1374061	.	3994	12658
cpalmiol.2020	tig00000001	1374304	1377891	.	3588	9560
cpalmiol.2021	tig00000001	1380135	1386926	.	6792	12420
cpalmiol.2022	tig00000001	1393391	1394418	.	1028	7124
cpalmiol.2023	tig00000001	1400328	1402445	.	2118	25703
cpalmiol.2024	tig00000001	1403529	1404199	.	671	32870
cpalmiol.2025	tig00000001	1406245	1415984	.	9740	16701
cpalmiol.2026	tig00000001	1416120	1417529	.	1410	20440
cpalmiol.2027	tig00000001	1420567	1422968	.	2402	53575
cpalmiol.2028	tig00000001	1423863	1425883	.	2021	12761
cpalmiol.2029	tig00000001	1440122	1441652	.	1531	11472
cpalmiol.2030	tig00000001	1442487	1446109	.	3623	32557
cpalmiol.2031	tig00000001	1447609	1449113	.	1505	5236
cpalmiol.2032	tig00000001	1451208	1455404	.	4197	16188
cpalmiol.2033	tig00000001	1456637	1461342	.	4706	42259
cpalmiol.2034	tig00000001	1461494	1467531	.	6038	4007
cpalmiol.2035	tig00000001	1480866	1483403	-	2538	10452
cpalmiol.2036	tig00000001	1490406	1491386	.	981	16037
cpalmiol.2037	tig00000001	1492355	1499772	.	7418	20393
cpalmiol.2038	tig00000001	1492355	1499772	+	7418	20393
cpalmiol.2039	tig00000001;tig00000001;tig00000001	1502502;1502502;1502502	1505683;1505683;1505683	-;-;-	3182	1210
cpalmiol.2040	tig00000001	1506897	1507352	.	456	26593
cpalmiol.2041	tig00000001	1509766	1513585	.	3820	28589
cpalmiol.2042	tig00000001	1517263	1526504	.	9242	30821
cpalmiol.2043	tig00000001	1526737	1528474	.	1738	22553
cpalmiol.2044	tig00000001	1528944	1531925	.	2982	3371
cpalmiol.2045	tig00000001	1532241	1535869	.	3629	4229
cpalmiol.2046	tig00000001	1537074	1542706	.	5633	47781
cpalmiol.2047	tig00000001	1546755	1548894	.	2140	30514
cpalmiol.2048	tig00000001	1553909	1554785	.	877	8539
cpalmiol.2049	tig00000001	1554889	1559210	.	4322	25160
cpalmiol.2050	tig00000001	1560366	1561568	.	1203	19532
cpalmiol.2051	tig00000001	1563541	1564869	.	1329	18216
cpalmiol.2052	tig00000001	1566348	1567910	.	1563	6062
cpalmiol.2053	tig00000001	1568308	1568896	.	589	9741
cpalmiol.2054	tig00000001	1576191	1576559	.	369	8568
cpalmiol.2055	tig00000001	1582946	1584148	.	1203	99309
cpalmiol.2056	tig00000001	1584582	1588155	.	3574	14513
cpalmiol.2057	tig00000001	1588972	1590793	.	1822	18971
cpalmiol.2058	tig00000001	1591003	1599571	.	8569	92973
cpalmiol.2059	tig00000001;tig00000001	1600154;1600154	1607047;1607047	-;-	6894	26065
cpalmiol.2060	tig00000001	1607495	1610672	.	3178	55469
cpalmiol.2061	tig00000001	1610829	1614158	.	3330	4877
cpalmiol.2062	tig00000001	1621597	1627863	.	6267	1107
cpalmiol.2063	tig00000001	1628446	1632573	.	4128	36251
cpalmiol.2064	tig00000001	1633204	1634389	.	1186	11658
cpalmiol.2065	tig00000001	1638417	1639218	.	802	15996
cpalmiol.2066	tig00000001;tig00000001	1639501;1639501	1644405;1644405	-;-	4905	11596
cpalmiol.2067	tig00000001	1645377	1648422	.	3046	9146
cpalmiol.2068	tig00000001	1649875	1658179	.	8305	18446
cpalmiol.2069	tig00000001	1672038	1673034	.	997	62697
cpalmiol.2070	tig00000001	1681156	1682027	.	872	7458
cpalmiol.2071	tig00000001	1682632	1687680	.	5049	15713
cpalmiol.2072	tig00000001	1688028	1689250	.	1223	5403
cpalmiol.2073	tig00000001	1689971	1697247	.	7277	12150
cpalmiol.2074	tig00000001	1697515	1698217	.	703	15273
cpalmiol.2075	tig00000001	1702486	1703914	.	1429	11913
cpalmiol.2076	tig00000001	1706300	1707439	.	1140	42008
cpalmiol.2077	tig00000001	1707948	1712963	.	5016	40101
cpalmiol.2078	tig00000001	1715577	1716480	.	904	1694
cpalmiol.2079	tig00000001	1716781	1717323	.	543	8441
cpalmiol.2080	tig00000001	1717633	1724520	.	6888	22001
cpalmiol.2081	tig00000001;tig00000001	1726382;1726382	1727210;1727210	+;+	829	3930
cpalmiol.2082	tig00000001	1730256	1730829	.	574	7279
cpalmiol.2083	tig00000001	1731178	1732486	.	1309	31204
cpalmiol.2084	tig00000001	1736236	1738673	.	2438	19548
cpalmiol.2085	tig00000001	1739743	1741522	.	1780	2318
cpalmiol.2086	tig00000001	1743728	1744542	.	815	50647
cpalmiol.2087	tig00000001	1746552	1747005	.	454	20989
cpalmiol.2088	tig00000001	1747200	1748611	.	1412	1691
cpalmiol.2089	tig00000001	1749303	1755637	.	6335	899
cpalmiol.2090	tig00000001	1756030	1757870	.	1841	28663
cpalmiol.2091	tig00000001	1759061	1764557	.	5497	7621
cpalmiol.2092	tig00000001	1764848	1766053	.	1206	4292
cpalmiol.2093	tig00000001	1767584	1770911	.	3328	8360
cpalmiol.2094	tig00000001	1771563	1778317	.	6755	3731
cpalmiol.2095	tig00000001	1783218	1785271	.	2054	50223
cpalmiol.2096	tig00000001	1785968	1789908	.	3941	41266
cpalmiol.2097	tig00000001	1790374	1795197	.	4824	20592
cpalmiol.2098	tig00000001	1795678	1797705	.	2028	58706
cpalmiol.2099	tig00000001	1798094	1803102	.	5009	34184
cpalmiol.2100	tig00000001	1803445	1805999	.	2555	20257
cpalmiol.2101	tig00000001	1807879	1808185	.	307	1343
cpalmiol.2102	tig00000001	1808425	1809113	-	689	6875
cpalmiol.2103	tig00000001	1809353	1809800	.	448	6864
cpalmiol.2104	tig00000001	1811187	1814611	.	3425	1953
cpalmiol.2105	tig00000001	1821445	1822665	.	1221	23640
cpalmiol.2106	tig00000001	1823925	1827087	.	3163	8810
cpalmiol.2107	tig00000001	1828473	1835815	.	7343	10122
cpalmiol.2108	tig00000001	1835912	1843337	.	7426	10750
cpalmiol.2109	tig00000001	1844031	1846781	.	2751	10141
cpalmiol.2110	tig00000001	1847031	1854573	.	7543	22476
cpalmiol.2111	tig00000001	1854978	1856830	.	1853	26744
cpalmiol.2112	tig00000001	1870494	1871238	.	745	4645
cpalmiol.2113	tig00000001	1875935	1877301	.	1367	107186
cpalmiol.2114	tig00000001	1877520	1879846	.	2327	505
cpalmiol.2115	tig00000001	1889636	1890744	.	1109	64502
cpalmiol.2116	tig00000001	1892921	1895589	.	2669	2610
cpalmiol.2117	tig00000001	1895984	1902659	.	6676	7576
cpalmiol.2118	tig00000001	1904265	1906230	+	1966	7673
cpalmiol.2119	tig00000001	1904286	1909936	.	5651	16125
cpalmiol.2120	tig00000001	1910097	1912488	-	2392	71594
cpalmiol.2121	tig00000001	1915953	1916410	.	458	77807
cpalmiol.2122	tig00000001	1924029	1924397	.	369	224
cpalmiol.2123	tig00000001	1925949	1928818	.	2870	6332
cpalmiol.2124	tig00000001	1936393	1936682	.	290	63994
cpalmiol.2125	tig00000001	1937116	1937673	.	558	8716
cpalmiol.2126	tig00000001	1938806	1942373	.	3568	17421
cpalmiol.2127	tig00000001	1947602	1948277	.	676	588
cpalmiol.2128	tig00000001	1948946	1952729	.	3784	6548
cpalmiol.2129	tig00000001	1952954	1954221	+	1268	21489
cpalmiol.2130	tig00000001	1956056	1957813	.	1758	15506
cpalmiol.2131	tig00000001	1962110	1963494	.	1385	109075
cpalmiol.2132	tig00000001	1967831	1968253	.	423	95191
cpalmiol.2133	tig00000001	1968807	1969282	.	476	67662
cpalmiol.2134	tig00000001	1975213	1977757	-	2545	28105
cpalmiol.2135	tig00000001	1978261	1980311	.	2051	574407
cpalmiol.2136	tig00000001	1978261	1980311	-	2051	574407
cpalmiol.2137	tig00000001	1981400	1982387	-	988	26479
cpalmiol.2138	tig00000001	1984771	1985700	.	930	1655
cpalmiol.2139	tig00000001	1986117	1987323	+	1207	10858
cpalmiol.2140	tig00000001	1994407	1994912	.	506	61238
cpalmiol.2141	tig00000001	1995454	1995998	.	545	85350
cpalmiol.2142	tig00000001	1996437	1998173	.	1737	4382
cpalmiol.2143	tig00000001	2003129	2005692	.	2564	124267
cpalmiol.2144	tig00000001	2006905	2014528	.	7624	16189
cpalmiol.2145	tig00000001	2015057	2019917	.	4861	23396
cpalmiol.2146	tig00000001	2021072	2028365	.	7294	10446
cpalmiol.2147	tig00000001	2030340	2030670	-	331	363
cpalmiol.2148	tig00000001	2031672	2036261	.	4590	2451
cpalmiol.2149	tig00000001	2038789	2039230	.	442	68
cpalmiol.2150	tig00000001	2042728	2044702	.	1975	34831
cpalmiol.2151	tig00000001	2045347	2056982	.	11636	31091
cpalmiol.2152	tig00000001	2057194	2069554	.	12361	22736
cpalmiol.2153	tig00000001	2070167	2072030	.	1864	4659
cpalmiol.2154	tig00000001	2073847	2081973	.	8127	24901
cpalmiol.2155	tig00000001	2082817	2084153	.	1337	4314
cpalmiol.2156	tig00000001	2086899	2087599	.	701	84413
cpalmiol.2157	tig00000001	2092947	2095108	.	2162	397
cpalmiol.2158	tig00000001	2096187	2097824	.	1638	1166
cpalmiol.2159	tig00000001	2104455	2106946	.	2492	1240
cpalmiol.2160	tig00000001	2108517	2109607	+	1091	1466
cpalmiol.2161	tig00000001	2110933	2111966	-	1034	61852
cpalmiol.2162	tig00000001	2116887	2119599	.	2713	46325
cpalmiol.2163	tig00000001	2120415	2120762	.	348	283770
cpalmiol.2164	tig00000001	2121022	2124621	.	3600	19027
cpalmiol.2165	tig00000001	2126336	2127892	.	1557	62773
cpalmiol.2166	tig00000001	2128137	2133254	.	5118	11995
cpalmiol.2167	tig00000001	2133374	2138395	.	5022	15915
cpalmiol.2168	tig00000001	2139266	2142514	.	3249	1227
cpalmiol.2169	tig00000001	2145313	2150044	-	4732	4549
cpalmiol.2170	tig00000001	2151580	2156923	.	5344	26047
cpalmiol.2171	tig00000001	2156577	2156923	.	347	7841
cpalmiol.2172	tig00000001	2157183	2159402	.	2220	26430
cpalmiol.2173	tig00000001	2161751	2163223	.	1473	590122
cpalmiol.2174	tig00000001	2163380	2168196	.	4817	52872
cpalmiol.2175	tig00000001	2170186	2180289	.	10104	10964
cpalmiol.2176	tig00000001	2180782	2185401	.	4620	8788
cpalmiol.2177	tig00000001	2186416	2187127	.	712	5141
cpalmiol.2178	tig00000001	2187879	2188997	.	1119	513
cpalmiol.2179	tig00000001	2191308	2203401	-	12094	40206
cpalmiol.2180	tig00000001	2206595	2214763	.	8169	37441
cpalmiol.2181	tig00000001	2215181	2216030	.	850	23254
cpalmiol.2182	tig00000001	2216246	2217053	.	808	51340
cpalmiol.2183	tig00000001	2216246	2219084	-	2839	56966
cpalmiol.2184	tig00000001	2225696	2226426	.	731	8144
cpalmiol.2185	tig00000001	2227095	2227723	.	629	4428
cpalmiol.2186	tig00000001	2229874	2231171	.	1298	17450
cpalmiol.2187	tig00000001	2236718	2239146	-	2429	33102
cpalmiol.2188	tig00000001	2242504	2243902	.	1399	16021
cpalmiol.2189	tig00000001	2244120	2244505	.	386	250
cpalmiol.2190	tig00000001;tig00000001	2244747;2244747	2247483;2247483	-;-	2737	13147
cpalmiol.2191	tig00000001	2244797	2247483	.	2687	13147
cpalmiol.2192	tig00000001	2249634	2251281	.	1648	20785
cpalmiol.2193	tig00000001	2251546	2251757	.	212	517
cpalmiol.2194	tig00000001	2252085	2255410	.	3326	24117
cpalmiol.2195	tig00000001	2255661	2256828	.	1168	3767
cpalmiol.2196	tig00000001	2260975	2265207	.	4233	29470
cpalmiol.2197	tig00000001	2266128	2266567	.	440	805
cpalmiol.2198	tig00000001	2267116	2269896	.	2781	4528
cpalmiol.2199	tig00000001	2274889	2275270	.	382	7111
cpalmiol.2200	tig00000001	2277717	2278732	.	1016	7182
cpalmiol.2201	tig00000001	2284417	2286014	.	1598	169073
cpalmiol.2202	tig00000001	2286720	2287918	.	1199	29999
cpalmiol.2203	tig00000001	2288351	2288995	.	645	6991
cpalmiol.2204	tig00000001	2289264	2290308	.	1045	2252
cpalmiol.2205	tig00000001	2290693	2292123	.	1431	19647
cpalmiol.2206	tig00000001;tig00000001;tig00000001	2292433;2292433;2292433	2305064;2305064;2304998	+;+;+	12632	2066
cpalmiol.2207	tig00000001	2300805	2304793	.	3989	1804
cpalmiol.2208	tig00000001	2311432	2312214	-	783	43600
cpalmiol.2209	tig00000001	2313054	2314771	.	1718	22646
cpalmiol.2210	tig00000001	2324383	2324818	.	436	18023
cpalmiol.2211	tig00000001	2324980	2327289	.	2310	5097
cpalmiol.2212	tig00000001	2327522	2332308	.	4787	3702
cpalmiol.2213	tig00000001	2334666	2336768	.	2103	13716
cpalmiol.2214	tig00000001	2340030	2341945	.	1916	114752
cpalmiol.2215	tig00000001	2345107	2347611	.	2505	2647
cpalmiol.2216	tig00000001	2349409	2350074	.	666	39477
cpalmiol.2217	tig00000001	2350971	2356704	.	5734	19263
cpalmiol.2218	tig00000001	2357194	2360079	.	2886	16228
cpalmiol.2219	tig00000001	2365144	2366953	-	1810	2385
cpalmiol.2220	tig00000001	2368067	2369023	.	957	22291
cpalmiol.2221	tig00000001	2369383	2371883	.	2501	6271
cpalmiol.2222	tig00000001	2372141	2372772	+	632	21683
cpalmiol.2223	tig00000001	2373030	2373385	.	356	3091
cpalmiol.2224	tig00000001	2376030	2377044	-	1015	20568
cpalmiol.2225	tig00000001	2378299	2383167	.	4869	4016
cpalmiol.2226	tig00000001	2386403	2388339	.	1937	52031
